host,platform,email,url,acknowledgements,hiring,policy,encryption,languages
"chroni.cl","","security@bitly.com","chroni.cl/security.txt","","","","https://bitly.com/security_pgp.txt",""
"doctoralia.cl","","bugreporting@docplanner.com","doctoralia.cl/.well-known/security.txt","","","","",""
"erwin.ried.cl","https://hackerone.com/automattic/reports/new","","erwin.ried.cl/.well-known/security.txt","https://hackerone.com/automattic/thanks","https://www.tumblr.com/jobs","https://hackerone.com/automattic","",""
"fintual.cl","security~AT~fintual~DOT~com","","fintual.cl/.well-known/security.txt","https://fintual.com/hall-of-fame.txt","","https://fintual.com/security-policy.txt","https://fintual.com/pgp-key.txt","en, es"
"flink.cl","https://hackerone.com/automattic/reports/new","","flink.cl/.well-known/security.txt","https://hackerone.com/automattic/thanks","https://www.tumblr.com/jobs","https://hackerone.com/automattic","",""
"google.cl","https://g.co/vulnz","security@google.com","google.cl/.well-known/security.txt","","https://g.co/SecurityPrivacyEngJobs","https://g.co/vrp","https://services.google.com/corporate/publickey.txt",""
"lascondes.mediclic.cl","","seguridad@mediclic.cl","lascondes.mediclic.cl/.well-known/security.txt","","","","","en, es"
"link.udd.cl","","security@bitly.com","link.udd.cl/security.txt","","","","https://bitly.com/security_pgp.txt",""
"live-brunel.cloud.contensis.com","﻿https://www.brunel.ac.uk/about/administration/vulnerability-reporting","","live-brunel.cloud.contensis.com/.well-known/security.txt","","","https://www.brunel.ac.uk/about/administration/vulnerability-reporting","",""
"live-staffs-uni.cloud.contensis.com","","cybersecurityteam@staffs.ac.uk  ﻿3800@staffs.ac.uk","live-staffs-uni.cloud.contensis.com/.well-known/security.txt","","","","","EN"
"pagepersonnel.cl","","socREMOVETHIS@page.com","pagepersonnel.cl/.well-known/security.txt","","","","",""
"petar.cl","","security@bitly.com","petar.cl/security.txt","","","","https://bitly.com/security_pgp.txt",""
"sanidadnaval.cl","","security@sanidadnaval.cl","sanidadnaval.cl/.well-known/security.txt","","","","","en,es"
"shft.cl","","security-txt@deuxhuithuit.com","shft.cl/security.txt","","","","",""
"support.vaxel.cloudgruppen.se","https://bugcrowd.com/intercom","security@intercom.com","support.vaxel.cloudgruppen.se/.well-known/security.txt","https://bugcrowd.com/intercom/hall-of-fame","https://boards.greenhouse.io/intercom/jobs/1888872","https://www.bugcrowd.com/resource/standard-disclosure-terms/","","en"
"supr.cl","","security@bitly.com","supr.cl/security.txt","","","","https://bitly.com/security_pgp.txt",""
"tenpo.cl","","security@tenpo.cl","tenpo.cl/security.txt","","","","",""
"tomashirsch.cl","https://hackerone.com/automattic/reports/new","","tomashirsch.cl/.well-known/security.txt","https://hackerone.com/automattic/thanks","https://www.tumblr.com/jobs","https://hackerone.com/automattic","",""
"veronicabazan.cl","https://hackerone.com/automattic/reports/new","","veronicabazan.cl/.well-known/security.txt","https://hackerone.com/automattic/thanks","https://www.tumblr.com/jobs","https://hackerone.com/automattic","",""
"youtube.cl","https://g.co/vulnz","security@google.com","youtube.cl/.well-known/security.txt","","","https://g.co/vrp","https://services.google.com/corporate/publickey.txt",""
