host,platform,email,url,acknowledgements,hiring,policy,encryption,languages
"badtimi.ng","","security@bitly.com","badtimi.ng/security.txt","","","","https://bitly.com/security_pgp.txt",""
"badtimi.ng","","security@bitly.com","badtimi.ng/security.txt","","","","https://bitly.com/security_pgp.txt",""
"booki.ng","","security@bitly.com","booki.ng/security.txt","","","","https://bitly.com/security_pgp.txt",""
"booki.ng","","security@bitly.com","booki.ng/security.txt","","","","https://bitly.com/security_pgp.txt",""
"darkandlovely.com.ng","https://vdp.loreal.com","bugbounty@loreal.com","darkandlovely.com.ng/.well-known/security.txt","","","","","en"
"flashscore.com.ng","","security-txt-chmmfs@livesport.eu","flashscore.com.ng/security.txt","","","","","en"
"flashscore.com.ng","","security-txt-sdflja@livesport.eu","flashscore.com.ng/security.txt","","","","","en"
"flashscore.com.ng","","security-txt-Vt7m3c@livesport.eu","flashscore.com.ng/security.txt","","","","","en"
"gbraci.ng","","security@bitly.com","gbraci.ng/security.txt","","","","https://bitly.com/security_pgp.txt",""
"gbraci.ng","","security@bitly.com","gbraci.ng/security.txt","","","","https://bitly.com/security_pgp.txt",""
"gladstar.sch.ng","https://moodle.org/security/report/","","gladstar.sch.ng/security.txt","https://moodle.org/security/","","https://docs.moodle.org/dev/Moodle_security_procedures","","en"
"google.com.ng","https://g.co/vulnz","security@google.com","google.com.ng/.well-known/security.txt","","https://g.co/SecurityPrivacyEngJobs","https://g.co/vrp","https://services.google.com/corporate/publickey.txt",""
"google.com.ng","https://g.co/vulnz","security@google.com","google.com.ng/.well-known/security.txt","","https://g.co/SecurityPrivacyEngJobs","https://g.co/vrp","https://services.google.com/corporate/publickey.txt",""
"google.ng","https://g.co/vulnz","security@google.com","google.ng/.well-known/security.txt","","https://g.co/SecurityPrivacyEngJobs","https://g.co/vrp","https://services.google.com/corporate/publickey.txt",""
"google.ng","https://g.co/vulnz","security@google.com","google.ng/.well-known/security.txt","","https://g.co/SecurityPrivacyEngJobs","https://g.co/vrp","https://services.google.com/corporate/publickey.txt",""
"hdspr.ng","","security@bitly.com","hdspr.ng/security.txt","","","","https://bitly.com/security_pgp.txt",""
"ibass.jamb.gov.ng","support.jamb.gov.ng","","ibass.jamb.gov.ng/.well-known/security.txt","","","","",""
"ibass.jamb.gov.ng","support.jamb.gov.ng","","ibass.jamb.gov.ng/security.txt","","","","",""
"jiji.ng","","security@jijiafrica.com","jiji.ng/.well-known/security.txt","","","https://jiji.ng/vdp.txt","","en-US"
"lagosfashionweek.ng","","javik@live.com","lagosfashionweek.ng/security.txt","","","https://lagosfashionweek.ng/security-policy","https://lagosfashionweek.ng/pgp-key.txt",""
"lagosfashionweek.ng","","javik@live.com","lagosfashionweek.ng/security.txt","","","https://lagosfashionweek.ng/security-policy","https://lagosfashionweek.ng/pgp-key.txt",""
"m.youtube.com.ng","https://g.co/vulnz","security@google.com","m.youtube.com.ng/.well-known/security.txt","","","https://g.co/vrp","https://services.google.com/corporate/publickey.txt",""
"m.youtube.com.ng","https://g.co/vulnz","security@google.com","m.youtube.com.ng/.well-known/security.txt","","","https://g.co/vrp","https://services.google.com/corporate/publickey.txt",""
"neuvoo.com.ng","","raed@neuvoo.com","neuvoo.com.ng/security.txt","","","","",""
"neuvoo.com.ng","","raed@neuvoo.com","neuvoo.com.ng/security.txt","","","","",""
"radio.org.ng","","security@instant.audio","radio.org.ng/security.txt","","","","","en"
"sendpulse.ng","","support@sendpulse.com","sendpulse.ng/security.txt","","","","",""
"sendpulse.ng","","support@sendpulse.com","sendpulse.ng/security.txt","","","","",""
"shopify.com.ng","https://www.shopify.com/security-response","security@shopify.com","shopify.com.ng/.well-known/security.txt","https://hackerone.com/shopify/thanks","https://www.shopify.com/careers","https://hackerone.com/shopify","https://www.shopify.com/shopify-security.pub",""
"shopify.com.ng","https://www.shopify.com/security-response","security@shopify.com","shopify.com.ng/.well-known/security.txt","https://hackerone.com/shopify/thanks","https://www.shopify.com/careers","https://hackerone.com/shopify","https://www.shopify.com/shopify-security.pub",""
"thnkor.ng","","security@bitly.com","thnkor.ng/security.txt","","","","https://bitly.com/security_pgp.txt",""
"thnkor.ng","","security@bitly.com","thnkor.ng/security.txt","","","","https://bitly.com/security_pgp.txt",""
"tnp.com.ng","","info@tnp.com.ng","tnp.com.ng/security.txt","","","https://tnp.com.ng/security-policy","https://tnp.com.ng/pgp-key.txt",""
"tnp.com.ng","","info@tnp.com.ng","tnp.com.ng/security.txt","","","https://tnp.com.ng/security-policy","https://tnp.com.ng/pgp-key.txt",""
"u-buy.com.ng","","om@ubuy.com","u-buy.com.ng/security.txt","","","","",""
"u-buy.com.ng","","om@ubuy.com","u-buy.com.ng/security.txt","","","","",""
"winston.milli.ng","","Winston@Milli.ng","winston.milli.ng/.well-known/security.txt","https://winston.milli.ng/secack","","","http://pgp.mit.edu/pks/lookup?op=get&search=0x21e16b8d2ee875306a6c9968d83077b99f8c6643 https://winston.milli.ng/winston-public.txt","en"
"winston.milli.ng","","Winston@Milli.ng","winston.milli.ng/.well-known/security.txt","https://winston.milli.ng/secack","","","http://pgp.mit.edu/pks/lookup?op=get&search=0x21e16b8d2ee875306a6c9968d83077b99f8c6643 https://winston.milli.ng/winston-public.txt","en"
"youtube.com.ng","https://g.co/vulnz","security@google.com","youtube.com.ng/.well-known/security.txt","","","https://g.co/vrp","https://services.google.com/corporate/publickey.txt",""
"youtube.com.ng","https://g.co/vulnz","security@google.com","youtube.com.ng/.well-known/security.txt","","","https://g.co/vrp","https://services.google.com/corporate/publickey.txt",""
"youtube.ng","https://g.co/vulnz","security@google.com","youtube.ng/.well-known/security.txt","","","https://g.co/vrp","https://services.google.com/corporate/publickey.txt",""
"youtube.ng","https://g.co/vulnz","security@google.com","youtube.ng/.well-known/security.txt","","","https://g.co/vrp","https://services.google.com/corporate/publickey.txt",""
