host,platform,email,url,acknowledgements,hiring,policy,encryption,languages
"apply.scholarships.lt","","security@dreamapply.com","apply.scholarships.lt/.well-known/security.txt","","","","https://dreamapply.com/dreamapply-secops.asc","en, et, fr, ka ru,"
"apply.scholarships.lt","","security@dreamapply.com","apply.scholarships.lt/security.txt","","","","https://dreamapply.com/dreamapply-secops.asc","en, et, fr, ka ru,"
"blog.sci.ph","https://hackerone.com/automattic/reports/new","","blog.sci.ph/.well-known/security.txt","https://hackerone.com/automattic/thanks","https://www.tumblr.com/jobs","https://hackerone.com/automattic","",""
"chief.sc","","security@bitly.com","chief.sc/security.txt","","","","https://bitly.com/security_pgp.txt",""
"cos.sc","","security@bitly.com","cos.sc/security.txt","","","","https://bitly.com/security_pgp.txt",""
"dessc.sch.ae","","helpdesk@interactiveschools.com  support@interactiveschools.com","dessc.sch.ae/.well-known/security.txt","","","https://origin.interactiveschools.com/privacy-terms.html","https://origin.interactiveschools.com/.well-known/pgp-key.txt","en"
"duo.sc","","security@bitly.com","duo.sc/security.txt","","","","https://bitly.com/security_pgp.txt",""
"gladstar.sch.ng","https://moodle.org/security/report/","","gladstar.sch.ng/security.txt","https://moodle.org/security/","","https://docs.moodle.org/dev/Moodle_security_procedures","","en"
"google.sc","https://g.co/vulnz","security@google.com","google.sc/.well-known/security.txt","","https://g.co/SecurityPrivacyEngJobs","https://g.co/vrp","https://services.google.com/corporate/publickey.txt",""
"herthab.sc","","security@bitly.com","herthab.sc/security.txt","","","","https://bitly.com/security_pgp.txt",""
"hlp.sc","","security@bitly.com","hlp.sc/security.txt","","","","https://bitly.com/security_pgp.txt",""
"key.sc","","security@bitly.com","key.sc/security.txt","","","","https://bitly.com/security_pgp.txt",""
"livemu.sc","","security@bitly.com","livemu.sc/security.txt","","","","https://bitly.com/security_pgp.txt",""
"lnk.sc","","security@bitly.com","lnk.sc/security.txt","","","","https://bitly.com/security_pgp.txt",""
"mssvm.sc","","security@bitly.com","mssvm.sc/security.txt","","","","https://bitly.com/security_pgp.txt",""
"oldhome.schmorp.de","","security.txt@nethype.de","oldhome.schmorp.de/.well-known/security.txt","","","","","en,de"
"sme.sc","","security@bitly.com","sme.sc/security.txt","","","","https://bitly.com/security_pgp.txt",""
"snd.sc","","security@bitly.com","snd.sc/security.txt","","","","https://bitly.com/security_pgp.txt",""
"software.schmorp.de","","security.txt@nethype.de","software.schmorp.de/.well-known/security.txt","","","","","en,de"
"walk.sc","","security@bitly.com","walk.sc/security.txt","","","","https://bitly.com/security_pgp.txt",""
